,C1,C2,C3,KO1,KO2,KO3
Gzme,0,0,0,0,0,0
Gzmd,0,0,0,0,0,0
Rab3d,1612,761,1920,2177,1413,1716
Wipf1,2147,946,2482,2874,2060,2120
Gzmg,0,0,0,0,0,0
Traf3,10661,5959,9950,12639,8997,13130
Tspan33,2965,1484,3435,4852,3375,3407
Elapor1,4334,2417,5258,7029,4550,5792
Gzmn,0,0,0,0,0,0
Dcxr,406,263,639,841,596,519
Tmem205,2136,1070,2630,3439,2443,2184
Gzmf,0,0,0,0,0,0
Gzmc,0,0,0,0,0,2
Dnajc13,8250,3357,9085,10627,7344,9425
Gzmb,1,0,0,0,0,0
Tmem132b,25734,10034,28403,33744,22105,29662
Cbr2,192,89,257,381,164,239
Smo,2615,1212,3259,3778,2534,2494
Atp12a,42,19,51,34,45,44
Amn,1135,522,1486,1320,1007,1092
Sybu,11935,5558,13090,18343,12724,14030
Hmga1b,5072,918,2690,2187,1418,5912
Kif3a,16827,6733,17836,22097,14611,18697
Epha5,15515,6361,16973,21252,15918,20370
Rnf17,79,47,120,115,55,80
Cfap276,59,45,82,81,32,69
Cdc42bpb,25737,11318,29070,34543,24730,30474
Tmem167b,7131,3203,8275,9879,7217,7451
Patl2,4,1,2,5,21,13
Taf13,3382,1572,3587,4645,3787,3157
Wdr47,18804,8008,21144,26582,17441,20799
Chrna1,96,51,100,98,70,83
Pde3a,716,364,768,1154,863,1041
Clcc1,2632,1195,3169,3960,2790,2756
Agxt,0,0,0,0,0,0
Epb41l1,74235,37629,84596,104811,74914,86949
Ccdc159,463,255,674,816,440,577
Aak1,55556,22489,60738,74536,48928,64996
Cenpj,346,139,500,434,291,364
Mab21l4,4,0,14,10,2,17
Oog1,0,0,0,0,0,0
ENSMUSG00000121576,0,0,0,0,0,0
Ebag9,2993,1286,3095,4625,3306,3310
Myh10,41536,16334,46866,55118,37682,51412
Gpsm2,2039,901,2469,2905,2124,2378
Crocc2,41,38,66,186,54,106
Sned1,1133,617,1856,2321,1143,1747
Or10ak11,0,0,0,0,0,0
Hif1a,11875,5117,12620,17165,11879,13577
Or10ak9,0,0,0,0,0,0
Or10ak16,14,28,15,50,34,34
Parp4,641,306,900,1036,706,864
Or10ak8,0,0,0,0,0,0
Or10ak7,10,10,8,25,9,14
Bop1,6984,3296,7924,9446,6960,7654
Lao1,48,6,39,33,17,36
Aknad1,16,20,27,16,19,9
Sidt2,10427,4747,11549,13623,9791,11507
Slc2a1,17009,6717,21796,21082,17614,17281
Mphosph8,5975,2866,6581,8258,5600,6289
Scx,153,95,235,263,219,195
Tmem132c,1509,732,1485,1936,1429,1555
Lonp2,8122,4138,9691,11806,8092,8431
Hsf1,3334,1832,4067,4795,3452,3827
Phc3,6728,3187,7847,9437,6643,8431
Nlgn3,19275,8354,20466,25660,17235,21980
Cenpc1,2621,1187,2606,3321,2480,2864
Ahcyl2,17916,9096,21889,27586,19005,21291
Gm4846,0,0,0,0,0,0
Mterf4,1516,734,1631,2217,1434,1646
Gjb1,1519,800,1866,2017,1334,1245
Zfp691,468,227,633,713,620,602
Ube2e2,7353,3429,8467,10771,7781,7528
Zmym3,11526,5072,14050,16574,11688,14733
Patj,858,614,1568,1445,1184,1111
Gm4847,6,0,20,11,3,6
Gsap,475,261,771,754,595,423
Pask,287,148,336,376,280,347
Snapc1,6400,2814,7089,9406,6139,7039
Glp1r,220,185,264,440,329,330
Ube2e1,9172,4269,10420,13814,10118,9637
Dcdc2c,130,22,162,122,128,152
Nkiras1,12666,5519,13403,17353,12154,12368
Siah1a,2913,1275,3351,4509,3347,3109
Fmo9,0,0,0,0,0,0
N4bp1,6279,2970,7086,8795,5845,7310
Dgat1,1525,758,1824,2466,1638,1906
Dync2i1,1573,745,1722,2300,1604,1854
Rpl15,22995,11243,28982,35704,27102,24614
Fgfr1,9188,4552,11561,13274,9105,9765
Pth2r,265,84,252,359,273,359
Nr1d2,14228,6724,17895,22441,15107,16036
Scrt1,18896,9296,24800,27285,22059,22222
Esyt2,5311,2959,5962,8734,5184,6063
Tmem249,0,0,10,8,1,3
Fbxl6,2571,1228,3102,3625,2720,2750
Thrb,6823,3127,8263,10154,6055,7784
Fam78b,4266,1948,5310,5546,4445,4886
Umodl1,73,7,77,26,13,90
Crygf,0,0,3,0,0,0
Acpp,124,74,79,254,93,113
Slc52a2,2656,1553,4201,3810,2686,2731
Ppp1r7,18339,7426,19525,25453,17690,20208
Adck5,1026,647,1399,1755,1139,1547
Rarb,1148,797,1399,1473,1233,1270
Rfng,9016,3982,10133,12407,9399,10156
B2m,7826,3741,8251,11514,9490,7306
Stxbp3,2422,1094,3037,3609,2461,2280
Uck2,5725,2514,5848,6756,5564,6413
Il4,265,237,307,311,263,285
Trim69,1,0,0,0,0,3
Plppr2,29152,13289,30520,36454,26610,31162
Zfp207,9186,4803,10564,12998,9392,10450
Top2b,17852,7371,19483,25512,16983,20918
Aar2,5672,2456,6659,8426,5898,5875
Stap1,119,70,139,198,142,173
Syt16,17807,7596,19299,25704,16400,20468
Terb2,0,0,0,0,0,0
Nono,16576,7292,18181,22589,16384,18269
Ano7,5,11,21,30,10,30
Sord,2567,1123,3111,3959,2621,2513
Swsap1,1767,822,2149,2581,1917,2008
Epor,563,390,735,1174,683,689
Slc15a4,2427,1431,3145,3388,2360,2671
Prkci,9677,4346,10458,13018,9317,10584
Rgs19,2008,938,2339,2755,2015,2204
Cpsf1,6463,2912,7344,9266,6495,7696
Pafah1b2,30723,13714,33681,42322,30298,32447
Cd177,10,0,12,7,14,14
Ccdc146,53,49,80,159,59,63
Ceacam10,3,0,10,13,11,2
Ngly1,3270,1402,3606,5129,3364,3635
Sec11a,2749,1376,3384,4304,2952,2812
Tmco1,4636,2358,5769,6995,5582,4678
Fgl2,560,234,623,896,561,509
Cpne4,9582,3938,10042,11845,11185,10039
Itgb1bp2,10,9,1,12,10,15
Fndc7,45,6,22,56,25,27
Fam185a,2378,873,2476,2934,2064,2203
Abcg1,10015,4237,12077,14440,9840,10775
Oxsm,1224,579,1572,1937,1421,1366
Glt1d1,3155,1410,3565,4257,3018,3345
Slc35a2,4202,1842,4665,5649,3885,4221
Zfp568,475,195,488,598,452,490
Aldh9a1,3805,1639,4609,5552,4118,3446
Lkaaear1,0,0,0,2,6,0
Duox2,1,1,15,0,27,6
Lrrc3b,1690,781,1922,2515,1720,1942
Tmem132d,8425,3263,9876,11407,8477,10041
Gkn3,154,83,304,232,262,177
Tff3,0,1,0,2,0,0
Mgst3,7559,3888,9278,10854,8547,7754
Rgl3,323,155,551,487,378,303
Tff2,0,0,0,0,0,0
Slc39a4,66,25,80,85,79,80
Bmp10,0,2,4,3,2,0
Nek10,598,201,616,667,347,616
Prpf38b,3683,1730,3744,4747,3500,4288
Lrrc52,1,2,1,0,6,0
Tff1,0,0,0,0,0,1
Rxrg,2603,1382,2343,3819,2215,2247
Strip2,5457,3217,7758,8596,7684,8513
Wscd2,8305,4231,9948,11300,8415,9929
Zfp14,1256,503,1602,1687,1570,1663
Tmprss3,3,0,5,17,7,1
Tmsb10b,1644,203,1641,2042,1745,1465
Zfp592,3695,1783,4274,4815,3670,4330
Ndel1,10747,5226,13660,16124,11734,11756
Skil,11223,4840,11638,15229,10617,13125
Duoxa2,0,0,3,4,8,5
Uba6,2769,1328,2868,3549,2296,2963
Vps28,9058,4234,10750,13166,9965,8837
Oprl1,6773,3296,7680,8764,6012,7153
Pqbp1,7106,3134,7252,9516,6844,6737
Lypd4,0,0,0,0,0,0
Tonsl,579,285,620,814,558,619
Alpk3,22,19,51,79,61,39
Odad3,512,267,617,744,497,533
Lmx1a,40,12,37,34,40,99
Rnf222,1,6,4,5,7,7
Dmrtc2,0,7,7,2,6,2
Rpl26,14035,5991,22305,24212,19415,16947
Slc4a7,2825,1122,2599,3410,2676,3452
Cldn11,44844,20955,49319,52360,32420,35761
Zfp82,259,162,368,452,303,282
Gatad2b,12711,5064,13909,16854,11814,15172
Odf4,4,5,15,6,16,9
Ubash3a,49,42,91,122,98,83
Kifc2,67852,31765,81765,101694,70280,77873
Mgat4a,4738,2076,5263,6979,4722,5896
Gps1,16752,7870,19563,23899,17289,17329
Mrpl3,7775,4014,7808,10514,8319,8516
Duoxa1,8,4,7,0,7,3
Capn5,9074,3643,9857,11273,7950,9601
Pcsk1n,93622,46471,110205,131391,97839,92987
Eras,0,0,1,0,0,0
Hdac6,5968,2854,6876,8082,5585,7560
Fzd10,596,233,517,872,613,618
Gnrhr,1,0,6,0,3,0
Ermap,142,63,179,194,136,184
Fbxl13,23,4,15,31,32,21
Rsph1,427,162,507,744,416,568
Duox1,10,7,8,18,5,9
Foxh1,3,9,6,8,2,15
Slc7a14,17326,7957,17195,22360,13116,19300
Ppp1r16a,10202,4722,11858,14497,10682,11103
Smarcc1,9785,4341,11212,12631,9079,10717
Gm26920,219,18,151,225,76,169
Henmt1,145,80,174,294,272,174
Omp,37,16,219,48,675,56
Letm2,914,448,1167,1423,1027,1120
B3gnt6,59,8,50,69,76,41
Slc28a1,43,13,39,55,67,63
Arhgap25,1080,413,1337,1463,909,867
Etl4,16706,6819,18894,22803,14666,19102
Slc37a1,810,244,799,1070,744,846
Arhgef15,1887,1101,2681,3142,2195,2272
Cracdl,38345,16258,43587,54652,39056,47045
Gpt,1110,573,1396,1982,1239,1205
Nsd3,9932,4748,10834,14197,9509,11655
Sox6,3340,1487,3716,4487,2890,4127
Lrrc17,278989,291552,407904,225274,237298,196276
Pbx1,23827,10165,28934,36563,27473,28439
L1td1,15,11,31,40,16,42
Tmprss11c,0,0,0,2,0,0
Eeig2,8278,4459,9081,11488,9400,9999
Svbp,1039,428,1429,1820,1324,1197
Tmprss11d,9,0,7,21,6,17
Slc25a35,801,373,1174,1278,899,1063
Mfsd3,914,398,1048,1464,836,943
Kcnmb2,451,185,449,655,418,450
Kank4,636,344,793,944,573,727
Rangrf,692,275,896,1078,788,661
Recql4,107,59,159,158,150,135
I0C0044D17Rik,14,0,3,3,0,11
AU022252,4857,2324,5667,6917,5042,5641
Armc10,2725,1385,3265,4114,2856,3143
Slc25a54,5,0,3,3,1,0
Map2,145107,62083,154811,192488,133650,172027
Psmd11,9645,4123,10237,12121,9043,9512
Zmat3,17872,8438,20011,23826,17100,21470
Slc6a11,21329,12839,27392,31185,31128,26813
Hp1bp3,34529,15442,39528,48842,33894,31379
Pde9a,1988,1007,1986,2610,1680,2071
Slc25a24,359,180,447,522,328,394
Hrh1,2160,1071,2547,3351,2346,2581
Tmprss11a,51,29,52,79,37,46
Lrrc14,4617,2351,5835,6863,4468,5055
Napepld,2308,877,2453,2965,1889,2345
Nrf1,1724,981,2033,2355,1910,2087
Plpp5,2308,1046,2617,3288,2682,2513
Pik3ca,9828,4105,10931,13505,9206,11199
Tmprss11g,17,22,22,37,17,27
Lrrc24,4327,1964,4967,5584,4360,4558
C030006K11Rik,1993,993,2311,2880,2259,2047
Tmprss11f,0,0,0,2,0,1
Arhgap39,9092,4063,9666,10700,7615,10110
Piwil1,19,12,30,53,57,74
Kcnmb3,3,12,0,7,2,4
Vav3,533,312,607,931,633,627
Bag4,11006,4890,12154,16129,10874,12354
Cdk5r1,56062,24816,62133,77600,60125,66977
Gata1,4,0,1,2,2,3
Pfas,2397,1260,2939,3667,2703,3048
Rps19,16760,8910,24113,29732,21279,18167
Ifi30,228,120,321,377,256,197
Rab3a,82395,36993,92866,113785,83266,86299
Sik3,19623,10137,23190,27783,19420,22723
Glod5,9,2,11,0,1,3
Timm17b,2124,1010,2769,3221,2360,2230
Ddhd2,7119,3387,9108,10976,7076,8321
Zfp251,8457,3679,8938,10918,7960,9116
Acer3,2833,1183,3300,4302,2884,2963
Samt1,0,0,0,0,0,0
Gm49527,466,156,472,692,463,508
Samt1b,0,0,0,0,0,0
Rpl8,29155,15036,35440,43624,32062,28713
Gm5645,0,0,0,0,0,0
Samt1c,0,0,0,0,0,0
Dus1l,2975,1503,3550,4500,3433,3242
Samt1d,0,0,0,0,0,0
Zfp647,344,183,530,449,398,379
Samt4,0,0,0,0,0,0
Wdr1,20531,9737,22840,26647,19138,20679
Samt2,0,0,0,0,0,0
1110038F14Rik,1604,875,2022,2802,2160,1893
Samt2b,0,0,0,0,0,0
Tesl1,0,0,0,0,0,0
Cd79a,52,38,58,144,35,57
Tmem269,41,9,71,85,34,68
Nxt2,4135,1951,4769,6499,4682,4309
Zfp639,2432,1076,2807,3058,2338,2620
Cyhr1,6308,3076,8012,8873,6779,7504
Pde8a,1949,969,2672,3072,1733,1892
Usp1,3548,1454,3875,5132,3597,3444
Tmem276-zftraf1,9002,4917,11448,14283,9567,9898
Jund,25155,13304,30405,35755,27678,27606
Bco1,16,6,14,7,6,11
Tmem276,2801,1364,3594,4271,3030,2784
Pmpcb,5271,2435,6225,7796,5595,5567
Arhgap8,13,7,14,11,18,18
Shf,4998,2116,6221,6839,4952,4838
Mfn1,7362,3208,8562,10306,7765,7798
Apoa1,10,4,19,27,28,14
Kcne1l,587,347,790,724,747,636
Nuf2,298,169,344,623,279,274
Acsl4,14389,6100,14469,19214,13092,16558
Lsm1,2065,1214,2738,3009,2397,2163
Sh2d5,11061,5762,12897,17426,11804,10245
Cspg5,47143,22648,59231,68960,50331,51257
Tsku,531,211,740,804,556,541
Star,563,357,754,825,720,780
Tmprss11b,13,1,30,18,13,21
Phf21b,1003,594,1095,1265,1096,1460
Myo1d,1985,989,2710,2764,1581,1769
1110004F10Rik,12911,5500,14641,18386,14088,12503
Ash2l,4802,2316,5473,6923,4788,5368
Zfp518b,2312,893,2497,3082,2440,2703
Apoc3,31,29,20,31,23,18
Kif17,3051,1549,3689,5002,3126,2588
Ntng1,4022,1706,3952,4555,3792,4540
Dlgap4,37546,18326,43152,51842,38076,44656
Tmprss11e,2,0,0,0,0,0
Rps17,13443,5106,16944,21228,16160,14497
Apoa4,0,2,0,0,0,0
Clnk,19,17,30,37,19,23
Nek11,253,70,247,269,265,263
Ddost,13368,7115,15143,18967,14049,11962
Rgs5,8801,6337,10826,12395,10714,10139
Nup50,5821,2508,6271,7682,5449,6330
Gucy2d,1,0,3,0,0,0
Rgs4,80149,38153,89332,119164,84088,83823
Pink1,49670,21723,62158,77394,51031,43237
5031439G07Rik,16549,8198,19677,22369,15009,18487
Tmem98,1427,783,1667,2053,1253,1217
Ccdc190,978,744,1365,1986,1073,1041
Lrrc32,843,304,858,1157,893,1053
Elp6,1456,609,1577,1787,1549,1258
Hsd17b7,3388,1477,3852,4780,3598,4070
Vmn1r58,116,63,155,202,113,172
Vmn1r59,17,2,10,10,9,3
Ube2h,18841,8761,22493,26196,19879,21247
Cpeb1,4263,2002,5037,5835,3940,4753
Cda,44,33,76,175,94,59
Gm44579,12,14,28,38,0,35
Spaca3,1,4,0,0,0,9
Cacnb3,34488,16237,41128,50113,39190,39411
Fam43b,3955,1666,4554,4950,3645,4322
Mul1,6506,3240,7510,9009,6825,5810
Asic2,11520,5236,13649,16744,12251,13823
Prmt6,2218,1036,2379,2799,2357,2571
Farp2,862,375,895,1193,749,963
Apoa5,0,0,2,0,0,0
Hs3st1,4324,1821,4527,5973,4730,4683
Gnb4,8135,3545,7978,9939,6838,7193
Zc3hc1,2789,1289,3228,4063,2917,2966
Camk2n1,352694,155124,410432,508784,378594,355053
Vwa5b1,779,564,843,1166,704,751
Dnajc2,3796,1603,4201,5476,3900,4199
Prkcsh,10183,5094,10789,13424,10303,10320
Ddx23,8682,3732,9820,11617,8646,9409
Slc22a21,170,73,231,250,175,198
Tsga10,1748,894,1956,2590,1709,1911
Vmn2r28,9,8,15,16,7,12
Wdr4,2939,1408,3485,4114,3055,3065
Rnd1,3536,1816,4120,4974,3413,4057
Vmn1r60,35,21,32,25,36,49
Rsph14,21,20,17,49,27,18
Vmn1r61,9,7,21,20,13,12
Ccl8,5,2,3,16,15,9
Vmn1r62,0,0,0,0,0,0
Vmn1r63,0,0,0,2,0,0
Slc22a4,453,260,835,890,487,642
Vmn1r64,0,0,0,0,0,0
P3h1,774,375,868,966,883,873
Vmn1r65,17,12,9,28,12,14
Ccdc65,992,416,1109,1338,723,1008
Nlrp4c,0,0,0,0,0,0
Ccl1,1,0,0,0,0,5
Amy2a5,8,0,23,28,7,26
Gm21637,0,0,0,0,0,0
Kcnu1,332,144,500,571,297,319
Btbd35f22,0,0,0,0,0,0
Btbd35f2,0,0,0,0,0,0
Fkbp11,82,52,90,144,108,110
Btbd35f29,0,0,0,0,0,0
Amy2a4,4,5,1,4,1,2
Pdlim4,914,527,1085,1570,903,1098
Spin2f,0,0,0,0,0,0
Btbd35f26,0,0,0,0,0,0
Gnaz,12725,5836,14032,16548,12391,14218
Btbd35f19,0,0,0,0,0,0
Arf3,185758,81607,208392,253744,191395,208751
Myl9,1118,647,1368,1837,1215,1272
Spin2e,0,0,0,0,0,0
Btbd35f25,0,0,0,0,0,0
Amy2a3,4,5,1,4,1,2
Atg7,4743,1836,5551,6291,4619,4867
Rab36,2320,1283,2986,3803,2732,3201
Tex16,0,10,0,0,3,0
Amy2a2,4,5,1,4,1,2
Gm45194,1,6,4,0,4,8
4933403O08Rik,2,1,0,9,9,0
Ndufv3,5286,2408,6188,7390,5795,5470
Slc28a2,11,2,16,18,21,13
Kir3dl2,21,8,17,22,3,18
Wnt10b,131,44,175,159,140,127
Tmem132e,2654,1366,2966,3554,2292,3460
Potefam3c,0,4,0,0,0,0
Actl6a,1414,637,1576,2148,1558,1504
Emsy,6432,2943,7224,8764,6381,7837
Potefam3d,4,0,3,0,0,5
Zfp358,3216,1506,3897,5005,3142,3512
Rab28,5992,2874,7052,9314,6873,6484
Aste1,553,229,545,619,634,633
Mcoln1,7515,3407,8946,10992,7335,8384
Kir3dl1,0,0,0,0,0,0
Pknox1,1820,994,2024,2673,2036,1994
Fasn,42767,19060,49678,56965,38725,53513
Wnt1,138,59,132,196,146,126
Ddn,165714,78690,182241,240446,169465,179553
Bcr,20622,10870,23047,30171,20182,24351
Prkag1,5701,3080,6674,8219,6082,5780
Nkx3-2,0,0,0,0,0,0
Ythdc1,7837,3798,8750,11123,7714,8390
Tceal3,14617,5850,14205,20174,13783,13853
Scap,13613,5964,16048,18713,13035,15031
Tgif2,622,258,650,898,698,689
Amy2a1,2,0,0,0,4,0
Amy1,630,305,837,1149,953,1013
Pnpla6,5224,2644,6251,10097,6656,8666
Tceal1,3361,1472,3420,4487,3098,2884
Kmt2d,9686,4930,13631,14101,10863,14760
Slc28a2b,0,0,4,5,8,5
Morf4l2,30780,14818,35081,44820,30313,31989
Specc1l,6380,3078,8075,8795,6819,7327
Ddr2,1746,709,2180,2823,1633,1889
Rab5if,5135,2678,6097,7694,5810,5426
Elavl3,30817,14632,36624,41392,31124,35357
S100a7l2,0,0,0,0,0,0
Pglyrp3,0,0,3,0,0,0
Lor,1706,689,1910,1685,1656,1750
Gm49318,0,0,38,19,5,0
Cbs,2918,1716,3993,5180,3310,3554
Ckap5,23835,9349,28230,33443,21721,27409
Prr9,0,0,0,0,0,0
Ptpn23,6342,3110,7729,9252,6621,8276
Zfp787,2540,1027,2758,3507,2401,2445
Lelp1,0,0,0,0,0,0
Lipt1,562,194,567,767,586,593
Sprr2a1,0,3,0,4,0,0
Sprr2a2,6,0,4,0,13,8
Cldn19,56,14,96,73,82,84
Stk25,28956,14345,34100,44045,31245,31276
Rnpc3,1096,603,1526,1602,1365,1734
Thap12,9699,4420,11403,14455,11106,10254
Adora2a,7341,3681,6598,11021,7720,6388
Ybx1,19350,9515,20131,25527,21686,19709
Zfp653,1768,890,2337,2917,2037,2066
Gucd1,1530,952,1971,2425,1775,1879
Mitd1,516,257,521,711,557,481
Psmc2,13513,5572,15159,18970,13537,13144
Zfp444,4905,2339,5665,6550,4907,5455
Glra4,5,10,23,24,18,14
Rhebl1,412,197,561,622,535,598
Bok,4836,2146,6371,6619,5044,3742
Plp1,368818,188953,416103,438021,285256,325343
Ngp,46,53,68,171,158,95
Zpr1,4001,1980,4813,5700,3974,4015
Cct6b,3,5,35,10,23,9
Rnf186,0,0,0,0,3,0
Unc80,31422,13939,37780,45665,30120,41444
Galp,0,0,0,0,4,0
Tmco4,417,188,583,661,496,341
Ugt2b34,0,0,0,0,0,0
Wnt11,66,34,58,130,92,88
Tmsb15b2,147,43,155,197,183,107
Dhh,63,19,31,42,37,40
Fam199x,1664,731,1722,2148,1549,2032
Ssh1,2540,1245,3062,3480,2394,3254
Upb1,91,103,128,164,125,144
Lmbr1l,607,341,847,1024,772,743
Zscan5b,0,0,0,0,3,0
Zfp830,1078,473,1104,1438,1025,1145
Ccdc57,400,223,612,710,550,647
Esx1,0,1,4,0,0,0
Epp13,0,0,0,0,0,0
Snrpd3,9031,4204,10246,13131,9941,9830
Lrrc75b,2248,1106,2650,3138,2000,2448
Gm6592,0,0,3,4,1,3
Ecsit,4599,2078,5263,6271,4555,4773
B630019K06Rik,4851,2895,5656,7190,4970,5676
Ggt1,225,104,214,240,196,206
Uvrag,6733,2523,7519,8952,6706,7387
Slc16a3,714,323,888,1003,616,673
Lce6a,0,0,0,0,0,0
Fthl17b,0,0,0,0,0,0
Htr6,723,316,979,1118,821,1001
Fthl17c,0,0,0,0,0,0
Lce1a1,0,0,0,0,0,0
Fthl17d,0,0,0,0,0,0
Lce1b,0,0,0,0,0,0
Fthl17e,0,0,0,0,0,0
Nbl1,8351,3506,10365,13686,8793,11093
Lce1a2,0,0,0,0,0,0
Ssxb10,0,0,0,0,0,0
Lce1c,0,0,0,0,0,0
Lce1d,0,0,0,0,0,0
Micos10,7557,4006,9638,11465,9065,7955
Lce1e,0,0,0,0,0,0
Ssxb1,0,0,0,0,0,0
Lce1f,0,0,0,0,0,0
Bud13,1206,559,1394,1796,1327,1383
Gm38119,0,0,0,0,0,0
Tuba1b,92134,41451,107863,130136,93627,97887
Lce1g,0,0,7,0,0,0
Ppih,999,413,1263,1494,1235,960
Lce1h,1,0,0,0,0,0
P4ha2,966,597,1013,1173,942,1082
Lce1i,0,0,0,2,0,0
Lce1j,0,0,0,0,0,0
Lce1k,0,0,0,0,0,0
Kprp,0,0,0,0,0,0
Ssxb6,0,0,0,0,0,0
Ssxb3,0,5,0,0,0,3
U2af1,3984,1985,4279,5501,4198,3965
Lce1l,0,0,0,0,0,0
Gm49450,3849,138,5007,4698,1186,4816
2310050C09Rik,0,0,0,0,0,0
Zfp667,1858,769,2065,2478,1653,1931
Lce3a,0,0,0,0,0,0
Tuba1a,205206,82646,218784,259650,208076,202704
Rps23rg1,8,42,29,24,38,14
Lce3b,0,0,0,0,0,0
Lce3c,0,0,0,5,1,0
Lce3d,0,0,0,0,0,0
Lce3e,0,0,0,2,0,0
Ssxb8,0,0,0,0,0,0
Camsap3,4132,1801,4358,4874,3689,4777
Klhl18,4587,2057,4982,6069,4207,5043
Lce3f,0,0,6,0,0,5
Crct1,5,0,2,5,11,3
Ssx9,0,0,0,0,0,0
Lce1m,1,0,0,0,0,0
Ssxb9,1,0,4,0,0,0
Tdpoz8,1,0,0,0,0,0
Tuba1c,1888,2779,2107,2861,1812,1994
Zfp583,520,235,562,664,549,595
Ugt2b1,4,0,0,0,0,0
Crnn,0,0,0,0,0,0
Ssxb2,0,0,0,6,0,0
Prph,326,173,415,416,226,274
Flg2,1,0,0,0,0,0
Col11a1,586,345,874,1084,900,1213
Ugt2b35,0,0,0,0,0,0
Gm3854,667,379,714,900,702,834
Mrpl30,4316,1944,5272,6917,4630,4474
Gm14459,0,0,0,0,0,0
4931429L15Rik,1,1,9,12,15,2
Klhdc10,16648,7566,18027,22634,15227,20056
Ssxb5,0,0,0,0,6,3
Dgat2,11886,5042,12637,16330,12081,12607
Bod1l,8292,3499,9543,11736,7113,10097
Gm5751,0,11,4,0,1,3
Mospd2,1648,810,1573,2103,1434,1722
Cryaa,1,9,11,14,5,9
Cnn1,40,15,51,92,81,98
Mogat2,0,0,0,0,0,9
Thap4,2580,1227,2706,3308,2531,2507
Troap,42,13,28,37,32,40
Zfp78,331,117,435,429,440,381
Sik1,1602,815,2264,1910,1916,2027
Lyg2,5,5,13,6,5,4
Map6,20703,9503,22733,26711,19805,23830
Lyg1,0,0,0,0,0,0
Megf11,3770,1777,4680,5834,4263,5212
C1ql4,2,16,9,8,8,12
Dao,16,22,130,69,9,18
Dnajc22,6,0,4,4,6,4
Rpe,3214,1688,3503,4882,3492,3288
Hsf2bp,50,52,57,96,45,43
Zfp7,709,372,935,917,705,896
Dock7,4175,1737,5331,6207,4197,5507
Csf2,0,8,1,0,2,0
Zfp28,835,315,959,1118,861,1058
Fancb,215,112,293,361,204,240
Commd5,1357,724,1744,2159,1411,1454
Ggt5,414,162,529,497,412,363
Cyth4,1302,764,1633,2050,1692,1530
Rrp1b,880,555,1194,1560,1038,1327
Csnk1d,18459,8601,20700,25088,17755,20496
Ugt2b36,0,0,0,0,0,0
Flg,20,6,24,13,22,27
Xab2,4610,2018,5527,6780,4884,5091
Hrnr,4,0,0,3,0,5
Gm15114,0,0,0,0,0,0
Uap1,7157,3193,7799,10044,7232,7317
Vgll4,4530,1935,5795,6597,4706,4841
Rptn,0,0,0,0,0,0
Gm15127,0,0,0,0,0,0
Slc26a5,20,6,1,11,2,54
Tchh,748,264,858,1234,786,951
Smim17,1733,951,1647,2700,1663,1926
Olfm3,6895,3366,6804,11145,7084,7403
Gm20715,70,47,57,68,73,65
Or2bd2,106,52,133,149,92,112
Or6z3,207,111,320,451,318,381
Pet100,1321,617,1484,1843,1463,1329
Notch3,2014,1127,2306,2369,2260,2611
Tamm41,849,349,980,1325,850,968
Susd2,1229,698,1630,2043,1402,1418
Or6z5,26,18,59,46,29,32
Luzp4,0,0,0,0,0,0
Or6z7,2,2,0,1,0,1
Serpinh1,3619,2469,3666,5046,3485,3534
Pcp2,66,33,566,260,81,77
Tchhl1,0,0,0,0,0,0
Pparg,320,121,573,465,353,369
Ammecr1,464,200,471,649,396,563
Sgms2,527,316,552,744,533,760
Elfn2,19832,9005,22479,24769,17600,22748
Il3,0,0,0,0,0,0
Rtl9,183,115,228,235,204,301
Ephx3,22,13,18,51,20,48
Ugt2b5,0,0,0,0,0,0
Tbl1xr1,10823,4256,12102,15467,10797,12603
Mfng,342,238,516,571,524,516
Araf,17597,8569,20240,26350,19574,19559
Stxbp2,1764,851,2600,2575,2034,2245
Cd7,162,57,171,206,138,155
Sla2,558,335,573,745,545,571
Or6z6,0,0,0,0,0,0
Sectm1b,0,0,0,0,0,0
Card10,556,367,848,790,854,729
Ugt2b37,0,0,0,0,0,0
Or6z1,0,1,0,0,0,0
Brd4,14033,6185,15236,17489,12489,17059
Elof1,4147,2019,5536,6183,4763,4053
Atg4b,8024,3808,9050,10989,8158,8424
Svop,33616,15194,37517,45914,33371,36121
Cabin1,10526,4298,11697,14179,9858,12750
Gdpd5,5264,2536,6131,7675,5892,5618
Higd1b,162,76,194,273,199,196
Rab11a,15440,7095,16229,22249,15876,16519
Sectm1a,0,0,0,0,0,0
Cdc42ep1,2000,1237,2769,3154,2167,1972
Lgals2,3,1,1,4,5,1
Chn1,135784,59079,155022,192757,129782,141391
Gga1,8782,4129,9948,12602,9364,9527
Tsen2,1750,897,2204,2645,1884,1836
Ugt2a3,0,0,0,0,0,0
Acp5,41,16,42,81,58,48
Dtymk,2190,1183,2509,3234,2301,2358
Rimbp2,18831,9272,21026,26974,18795,24866
Tex19.2,0,0,3,0,0,0
Mkrn2os,96,48,102,142,108,95
Tex19.1,0,0,1,0,0,1
Mkrn2,5711,2480,6801,7791,5647,6062
Txndc9,4863,2472,6003,7482,5547,5218
Uts2r,12,10,16,46,12,26
Dennd4a,10740,4259,12145,14447,9070,12925
Klhl35,134,90,194,239,204,257
Eftud2,13481,5403,14644,18182,12799,14327
